Codice,NumeroDiPiani,Proprieta,AnnoDiCostruzione,Costruzione,PercentualeUtilizzo,Uso,Posizione,CateneCordoli,Regione,Latitudine,Longitudine,Agibilita,Provincia,Comune
FIVI_0057_00350,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2503597486572,10.1934540747723,E,MASSA-CARRARA,Fivizzano
FIVI_0134_00117,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.180051265195,10.1127189417521,A,MASSA-CARRARA,Fivizzano
FIVI_0164_00327,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1506369101036,10.1007874112163,A,MASSA-CARRARA,Fivizzano
FIVI_0109_00206,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2089792081439,10.0720838055213,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00532,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.1721333206641,10.1305827052641,A,MASSA-CARRARA,Fivizzano
FIVI_0135_00328,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.181280202128,10.1251276448001,A,MASSA-CARRARA,Fivizzano
FIVI_0135_00389,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1827597579796,10.1211522550472,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00527,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1722233337768,10.1305844245896,E,MASSA-CARRARA,Fivizzano
FIVI_0144_00888,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1721345580539,10.1304576412542,E,MASSA-CARRARA,Fivizzano
FIVI_0135_00369,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1831333038306,10.1197831130825,E,MASSA-CARRARA,Fivizzano
FIVI_0135_00213,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1827720247974,10.1199013859097,E,MASSA-CARRARA,Fivizzano
FIVI_0109_00816,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2070317144215,10.0685439646981,E,MASSA-CARRARA,Fivizzano
FIVI_0133_00025,3 Piani,pubblico,Dal_1991_al_2001,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.183815018189,10.0958995504602,E,MASSA-CARRARA,Fivizzano
FIVI_0135_00374,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1830383859746,10.1202817596032,E,MASSA-CARRARA,Fivizzano
FIVI_0164_00064,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1541305924974,10.1026030354815,E,MASSA-CARRARA,Fivizzano
FIVI_0133_00494,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.175738799813,10.1025051400382,E,MASSA-CARRARA,Fivizzano
FIVI_0078_00132,Oltre 12 Piani,privato,Dal_1991_al_2001,,,Abitativo,,,Toscana,44.2271768369584,10.108598009521,A,MASSA-CARRARA,Fivizzano
FIVI_0055_00062,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.254973543355,10.1826494808292,A,MASSA-CARRARA,Fivizzano
FIVI_0055_00086,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2548038894993,10.1816439790294,A,MASSA-CARRARA,Fivizzano
FIVI_0078_00155,Oltre 12 Piani,privato,Dal_1991_al_2001,,,Abitativo,,,Toscana,44.2274383702173,10.1094793507754,A,MASSA-CARRARA,Fivizzano
FIVI_0078_00182,Oltre 12 Piani,privato,Dal_1991_al_2001,,,Abitativo,,,Toscana,44.2267255577165,10.1087147444915,A,MASSA-CARRARA,Fivizzano
FIVI_0078_00136,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2272656352255,10.1087248802676,A,MASSA-CARRARA,Fivizzano
FIVI_0078_00163,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2268192141236,10.1083408917398,A,MASSA-CARRARA,Fivizzano
FIVI_0052_00296,3 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2461185060786,10.1505347678236,B,MASSA-CARRARA,Fivizzano
FIVI_0036_00222,2 Piani,pubblico,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2598742173146,10.1788642185201,B,MASSA-CARRARA,Fivizzano
FIVI_0144_00454,Oltre 12 Piani,privato,Dal_1991_al_2001,,,Abitativo,,,Toscana,44.1729464915745,10.1393544927236,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00901,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1799102813042,10.1271032626738,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00478,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1725026610066,10.1387205071926,A,MASSA-CARRARA,Fivizzano
FIVI_0070_00427,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2384334518685,10.1537661847615,A,MASSA-CARRARA,Fivizzano
FIVI_0086_00103,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2218069332557,10.067433995536,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00446,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1731277642439,10.1392328924358,A,MASSA-CARRARA,Fivizzano
FIVI_0107_00490,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2007939332073,10.0519116542239,A,MASSA-CARRARA,Fivizzano
FIVI_0088_00114,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2216902091963,10.0893405972319,B,MASSA-CARRARA,Fivizzano
FIVI_0050_00641,2 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2486922182647,10.1271632088537,B,MASSA-CARRARA,Fivizzano
FIVI_0050_00641,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2486922182647,10.1271632088537,B,MASSA-CARRARA,Fivizzano
FIVI_0036_00445,2 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2564115348517,10.1741601973996,B,MASSA-CARRARA,Fivizzano
FIVI_0055_00143,3 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2552272338018,10.1755145355386,B,MASSA-CARRARA,Fivizzano
FIVI_0144_00447,3 Piani,privato,Dal_1982_al_1991,Con_telaio_in_cemento_armato,Meno_del_30,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1731265172257,10.1393579581647,B,MASSA-CARRARA,Fivizzano
FIVI_0144_00442,2 Piani,privato,Dal_1972_al_1981,Con_telaio_in_cemento_armato,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1733065428709,10.139361423638,B,MASSA-CARRARA,Fivizzano
FIVI_0050_00281,2 Piani,privato,Dal_1972_al_1981,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2483247554744,10.1279076869794,B,MASSA-CARRARA,Fivizzano
FIVI_0070_00719,4 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2390698512511,10.1531524719577,C,MASSA-CARRARA,Fivizzano
FIVI_0144_00098,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1801948149918,10.1347400684692,E,MASSA-CARRARA,Fivizzano
FIVI_0068_00070,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2430172028014,10.1365729383261,A,MASSA-CARRARA,Fivizzano
FIVI_0082_00025,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2353010595782,10.1339200053555,A,MASSA-CARRARA,Fivizzano
FIVI_0094_00092,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2237232681963,10.1483458157269,A,MASSA-CARRARA,Fivizzano
FIVI_0082_00028,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2351284880727,10.1331653656858,A,MASSA-CARRARA,Fivizzano
FIVI_0052_00392,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2435497103137,10.1463518250053,A,MASSA-CARRARA,Fivizzano
FIVI_0069_00258,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2430234522387,10.1449639915872,A,MASSA-CARRARA,Fivizzano
FIVI_0050_00244,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2485047794544,10.127911126626,A,MASSA-CARRARA,Fivizzano
FIVI_0052_00425,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2460662615904,10.1467764220329,A,MASSA-CARRARA,Fivizzano
FIVI_0032_00065,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2665279077924,10.1169797536166,A,MASSA-CARRARA,Fivizzano
FIVI_0068_00071,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2429246995603,10.1368216328628,A,MASSA-CARRARA,Fivizzano
FIVI_0068_00078,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2429421280747,10.1350686414893,B,MASSA-CARRARA,Fivizzano
FIVI_0069_00050,2 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2424409529842,10.1401937063867,B,MASSA-CARRARA,Fivizzano
FIVI_0022_00307,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2700920092753,10.1568911453906,C,MASSA-CARRARA,Fivizzano
FIVI_0050_00278,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2482372156046,10.1276555166256,E,MASSA-CARRARA,Fivizzano
FIVI_0032_00093,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2661641851911,10.1173487281148,E,MASSA-CARRARA,Fivizzano
FIVI_0050_00418,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2455220153402,10.1291065715249,E,MASSA-CARRARA,Fivizzano
FIVI_0081_00016,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2374444097552,10.1265728264492,A,MASSA-CARRARA,Fivizzano
FIVI_0081_00016,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2374444097552,10.1265728264492,A,MASSA-CARRARA,Fivizzano
FIVI_0111_00193,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2042912881864,10.0917734087423,A,MASSA-CARRARA,Fivizzano
FIVI_0081_00023,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2367119605116,10.1278110983548,A,MASSA-CARRARA,Fivizzano
FIVI_0068_00358,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2389857225635,10.1254751673625,B,MASSA-CARRARA,Fivizzano
FIVI_0067_00231,4 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2373938312027,10.1225646334564,B,MASSA-CARRARA,Fivizzano
FIVI_0007_00827,Oltre 12 Piani,privato,Dal_1972_al_1981,,,Abitativo,,,Toscana,44.2886203568123,10.1936017608466,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00035,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2892360123065,10.1949929225234,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00827,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2886203568123,10.1936017608466,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00164,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.288630825621,10.1925992956016,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00263,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2884193744169,10.1956030384808,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00062,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2890769472311,10.1929843282537,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00062,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2890769472311,10.1929843282537,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00173,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2886242836462,10.1932258364434,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00322,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2889921707782,10.1924812708273,E,MASSA-CARRARA,Fivizzano
FIVI_0130_00197,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1778247625428,10.0628873829094,A,MASSA-CARRARA,Fivizzano
FIVI_0088_00270,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.221159669962,10.0883292846016,A,MASSA-CARRARA,Fivizzano
FIVI_0114_00281,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1976785781982,10.1238127452362,A,MASSA-CARRARA,Fivizzano
FIVI_0088_00270,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.221159669962,10.0883292846016,A,MASSA-CARRARA,Fivizzano
FIVI_0138_00124,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1732722578754,10.0489206231085,A,MASSA-CARRARA,Fivizzano
FIVI_0088_00154,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2211525140488,10.0890803016711,A,MASSA-CARRARA,Fivizzano
FIVI_0138_00163,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.173438502013,10.0504246552113,A,MASSA-CARRARA,Fivizzano
FIVI_0117_00003,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2023370712898,10.1261540111256,A,MASSA-CARRARA,Fivizzano
FIVI_0138_00186,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.173174202425,10.0497945150878,A,MASSA-CARRARA,Fivizzano
FIVI_0117_00004,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2021545789377,10.1264008377356,A,MASSA-CARRARA,Fivizzano
FIVI_0111_00222,Oltre 12 Piani,pubblico,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2048086282678,10.094160941818,A,MASSA-CARRARA,Fivizzano
FIVI_0086_00103,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2218069332557,10.067433995536,A,MASSA-CARRARA,Fivizzano
FIVI_0086_00103,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2218069332557,10.067433995536,A,MASSA-CARRARA,Fivizzano
FIVI_0117_00343,3 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2010744256121,10.1263802612541,E,MASSA-CARRARA,Fivizzano
FIVI_0144_00541,Oltre 12 Piani,pubblico,Ante_1919,,,Abitativo,,,Toscana,44.1720408323676,10.1308311135623,A,MASSA-CARRARA,Fivizzano
FIVI_0164_00046,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1542242254728,10.1022296290797,A,MASSA-CARRARA,Fivizzano
FIVI_0183_01233,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.138908118098,10.1579525290576,E,MASSA-CARRARA,Fivizzano
FIVI_0144_00542,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1721296076736,10.1309578972459,E,MASSA-CARRARA,Fivizzano
FIVI_0069_00269,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2425059463679,10.1426996955861,E,MASSA-CARRARA,Fivizzano
FIVI_0067_00057,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2374220873655,10.119684973878,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00070,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.2889712263026,10.1944862131514,A,MASSA-CARRARA,Fivizzano
FIVI_0069_00013,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.2434785280412,10.1444718614582,A,MASSA-CARRARA,Fivizzano
FIVI_0151_00391,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1685779004955,10.1530292200302,A,MASSA-CARRARA,Fivizzano
FIVI_0151_00359,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1687541389315,10.1534078941858,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00175,4 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.288622974839,10.1933511445863,B,MASSA-CARRARA,Fivizzano
FIVI_0151_00435,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1681366683143,10.152145071755,B,MASSA-CARRARA,Fivizzano
FIVI_0150_01035,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1684983930435,10.143021276708,B,MASSA-CARRARA,Fivizzano
FIVI_0151_00569,2 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1681341460942,10.1523951809819,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00069,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.288972536363,10.19436090432,E,MASSA-CARRARA,Fivizzano
FIVI_0080_00043,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2352445994432,10.1213967898005,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00050,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2890000158861,10.1917294168949,E,MASSA-CARRARA,Fivizzano
FIVI_0151_00374,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.168315432263,10.1522736305163,E,MASSA-CARRARA,Fivizzano
FIVI_0067_00169,3 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2378500417455,10.1219471712663,F,MASSA-CARRARA,Fivizzano
FIVI_0150_00856,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.165945417454,10.1372185564322,A,MASSA-CARRARA,Fivizzano
FIVI_0159_00195,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1636589441741,10.140801660398,E,MASSA-CARRARA,Fivizzano
FIVI_0150_00853,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1661254434602,10.1372220145314,E,MASSA-CARRARA,Fivizzano
FIVI_0148_00155,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.167466387513,10.1107312834064,A,MASSA-CARRARA,Fivizzano
FIVI_0148_00146,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1673848797119,10.1098542107412,A,MASSA-CARRARA,Fivizzano
FIVI_0133_00472,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.176101268824,10.1022617002223,A,MASSA-CARRARA,Fivizzano
FIVI_0148_00140,2 Piani,privato,Ante_1919,Con_telaio_in_cemento_armato,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.167647630671,10.1106096057494,B,MASSA-CARRARA,Fivizzano
FIVI_0141_00567,3 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1739830762137,10.0978440460436,B,MASSA-CARRARA,Fivizzano
FIVI_0148_00133,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1679103765531,10.1113650073891,E,MASSA-CARRARA,Fivizzano
FOSD_0014_00447,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1612171982058,10.0380765633433,A,MASSA-CARRARA,Fosdinovo
FOSD_0014_00380,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1621116768186,10.0387175771414,A,MASSA-CARRARA,Fosdinovo
FOSD_0031_00406,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1418741903865,10.0266105216065,A,MASSA-CARRARA,Fosdinovo
FOSD_0014_00444,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1613083501488,10.0379530963987,E,MASSA-CARRARA,Fosdinovo
FOSD_0016_00111,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1648602935775,10.0725353340732,C,MASSA-CARRARA,Fosdinovo
FOSD_0016_00137,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.164406696795,10.0729023314353,E,MASSA-CARRARA,Fosdinovo
FOSD_0016_00088,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1655886265798,10.0716730108673,E,MASSA-CARRARA,Fosdinovo
FOSD_0016_00184,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1642231437796,10.0732742182944,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00116,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1647691047674,10.0726587543452,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00184,Oltre 12 Piani,pubblico,Ante_1919,,,Abitativo,,,Toscana,44.1642231437796,10.0732742182944,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00094,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1653197543292,10.0715430707746,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00096,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1654074236874,10.0717948044575,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00305,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1632282798325,10.0737564603951,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00196,Oltre 12 Piani,pubblico,Ante_1919,,,Abitativo,,,Toscana,44.1639589698652,10.0726440774594,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00129,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1644978858627,10.0727789122886,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00164,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1642290148459,10.0726489696863,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00116,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1647691047674,10.0726587543452,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00113,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1647691047674,10.0726587543452,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00125,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1644102186356,10.0725271810843,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00179,Oltre 12 Piani,privato,Dal_1982_al_1991,,,Abitativo,,,Toscana,44.1641354776356,10.0730224875538,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00188,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1640419392141,10.07339600422,A,MASSA-CARRARA,Fosdinovo
FOSD_0016_00095,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1654085965797,10.0716697521888,E,MASSA-CARRARA,Fosdinovo
FOSD_0016_00151,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1642266668299,10.0728990691523,E,MASSA-CARRARA,Fosdinovo
FOSD_0016_00179,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1641354776356,10.0730224875538,E,MASSA-CARRARA,Fosdinovo
FOSD_0016_00163,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1643190298365,10.0726506004438,E,MASSA-CARRARA,Fosdinovo
FOSD_0016_00134,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1644967117753,10.0729039625881,F,MASSA-CARRARA,Fosdinovo
FOSD_0016_00188,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1640419392141,10.07339600422,A,MASSA-CARRARA,Fosdinovo
FOSD_0014_00405,Oltre 12 Piani,privato,Ante_1919,,,Abitativo,,,Toscana,44.1618404920409,10.0388378861146,A,MASSA-CARRARA,Fosdinovo
